,Total Food Expenditure,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure
22982,26504,5837,4706,1500,7765,65,1098,5950,4538,1300,1840,4596,128,744,0,0,912,4000
22983,109659,23156,12102,11862,24644,1900,4814,21240,425,0,3660,22140,17351,9882,1440,42900,18432,22000
22984,18429,3576,2470,570,3759,1080,630,6820,2002,2476,385,5520,130,870,0,0,276,0
22985,63964,16840,11976,11036,8555,1529,3847,9980,0,4887,3588,67380,9781,5064,2334,0,4032,14000
22986,68890,25044,21352,2305,17716,995,5368,6500,0,260,1049,10512,8,1440,138,2477,5034,1100
22987,65863,34505,27588,3275,4784,1070,4695,4920,3852,390,817,12600,20,8004,1440,8950,5844,3000
22988,140484,49958,45864,17405,14305,2190,7190,26604,3010,2715,2545,38502,2850,12720,2940,16430,17640,7500
22989,98625,21054,16620,6258,14556,2305,4185,45690,0,0,3720,47844,0,13560,2400,0,45282,6000
22990,113510,29723,10678,13510,10064,1195,5974,32860,6582,3258,7063,42720,0,8784,5040,2150,21462,9000
22991,43995,10822,7800,962,9887,1700,7618,2760,252,1810,1410,10740,1000,1572,720,0,3732,0
22992,32425,13292,12220,798,4590,1400,6703,2400,100,0,145,8334,0,1560,900,0,4914,600
22993,64870,31658,28800,1860,7410,755,3241,6400,1631,7240,510,8466,25,7680,312,350,4404,3000
22994,28650,10043,8268,708,7386,295,3219,1300,1300,520,0,7230,0,2352,0,0,1992,0
22995,58718,23836,19200,7367,5084,798,2667,7680,0,0,1603,30060,2634,1914,672,4039,3282,1700
22996,47467,13981,11920,990,18126,1645,3871,1300,0,0,760,16710,0,3084,2748,0,2598,500
22997,44241,9931,7470,0,2834,770,3533,20801,0,0,210,22380,533,720,312,0,1854,2300
22998,47468,10425,8218,5400,9201,3470,7106,3400,0,0,3980,12450,7670,8088,1350,69750,5784,7000
22999,71218,37466,33920,4797,5561,3145,5355,260,1300,0,4531,11148,960,4146,870,736,8388,10300
23000,27268,13661,13260,1440,3643,1106,2750,0,1588,2496,1216,6960,2413,4020,312,0,3744,1200
23001,108523,56286,46593,10202,8762,3490,10916,2520,270,0,3770,15306,2561,1512,1278,140,6702,2000
23002,60112,26220,23602,5780,3968,1535,4361,16730,0,0,895,9378,6186,4290,156,13240,6180,4500
23003,104589,64238,32760,5432,8110,7170,10295,0,270,1560,1305,9702,990,1686,3720,2230,5472,1000
23004,76623,48004,42120,4770,7014,1660,5155,3300,0,0,1365,5400,3977,3084,858,1670,4404,1700
23005,46937,21493,18460,4380,7134,1980,4500,0,1810,2132,1989,6330,801,3336,0,145,2034,0
23006,113982,56531,48530,11938,15235,4209,5825,10880,1476,2568,9584,7080,1785,6864,1158,58426,21450,10500
23007,44439,23850,22776,3495,5431,2970,2475,800,435,1040,895,5958,120,1560,0,100,3660,900
23008,69205,34135,29080,5274,7620,2770,4930,1100,5460,0,2870,11760,818,8610,414,1130,9930,5300
23009,84064,47388,43524,3730,12764,1990,7260,2430,870,1040,3280,7596,210,3300,258,715,7476,4650
23010,51484,29825,27079,2695,7140,1625,3560,110,1010,1300,200,4998,30315,852,168,200,1590,7000
23011,18327,7469,6045,2220,2566,793,2654,0,2900,3026,2425,5040,23,600,156,0,1404,2070
23012,18465,10014,9672,1120,1745,1030,1845,780,2698,2172,265,14976,175,648,1200,0,606,700
23013,55074,29702,26520,3820,4996,1240,4360,2020,0,0,1560,6300,687,2214,156,1255,5394,850
23014,68925,40128,10800,2758,7824,1594,3755,5820,820,300,3275,7260,125,1080,522,600,3108,1500
23015,50882,22691,13800,5544,4186,1595,3055,4834,300,1243,3610,10440,325,720,402,16850,4542,1500
23016,52809,27529,6583,2170,7436,2940,4971,2220,0,3467,2775,6390,423,450,456,900,2118,500
23017,41533,23870,9560,2221,4995,720,3630,1830,1680,760,840,17190,90,4338,0,210,1674,500
23018,64989,32354,13323,3298,9220,3498,3180,6760,0,0,3715,6000,150,1110,474,1150,3054,2700
23019,42177,19979,14625,4065,3915,2170,2493,4514,1320,0,2690,15870,210,7002,804,1300,5130,1000
23020,41239,15322,6318,2270,6766,3260,3408,1200,870,792,2050,5700,100,2610,594,150,1074,610
23021,60397,31304,25620,3900,8503,2120,3418,3220,0,0,3446,9600,190,1398,432,800,2316,1000
23022,20148,6972,5782,2430,4525,880,1348,780,1375,2715,1030,7296,25,1620,0,0,2370,0
23023,64574,27039,12620,6320,7876,3930,8341,4110,1430,760,3330,12060,170,1242,156,150,2160,1800
23024,63157,25284,3180,5947,10720,2410,2838,4900,1323,2850,2120,6954,630,432,252,1130,3168,0
23025,48599,20971,14603,2650,4737,2370,1955,9470,650,0,4515,7320,120,1080,852,7490,2298,0
23026,71245,43341,8910,2263,9724,2090,3170,2768,2740,1945,3465,7548,390,1920,1206,800,3006,1000
23027,29442,17968,1368,3240,3192,820,1560,0,660,312,950,7200,1040,600,996,0,2124,0
23028,33114,12398,5520,2775,4565,1800,1990,6920,20,260,680,5400,175,1260,156,0,1572,1000
23029,76520,37429,18990,5850,9708,3290,4356,9330,3130,520,3285,7860,136,1602,1200,9280,2508,0
23030,43782,17836,9260,3511,9080,1123,2680,5707,330,72,1700,9090,645,3738,558,6820,3126,0
23031,58085,26188,12620,2620,9476,3004,6325,3671,920,240,5015,5460,237,1740,552,600,3204,1500
23032,25526,13828,4680,3200,1516,1185,1300,675,5500,2050,2520,8598,203,1800,624,0,3222,1000
23033,89206,23795,10650,8608,13559,4418,4350,14460,0,11946,3009,73722,4162,2574,2172,1070,14142,12000
23034,69923,20012,15390,5794,10188,1375,16150,4394,720,3620,847,13692,974,3888,1164,460,3996,0
23035,180463,29388,23400,37851,26764,4427,8790,24340,0,16290,9940,134736,12720,40098,15294,18750,21786,12000
23036,163690,21499,9516,17428,18274,5445,7766,61800,240,0,24210,105984,11634,41988,19788,8000,52386,20000
23037,119661,22414,15063,11292,31260,4093,7346,23150,240,0,6390,40644,71633,9744,11046,28900,7140,12000
23038,111829,43904,29158,8975,16505,3780,8594,17980,0,0,4082,32094,10611,9864,3552,11978,13230,4000
23039,111369,32101,23672,11660,13166,6280,7820,13400,1950,11584,4205,47370,2983,2760,1830,1420,9900,0
23040,50609,11763,7915,2902,12038,2200,2116,7930,1710,0,1833,16992,31280,1320,1014,0,2088,0
23041,66652,10518,6396,3754,9036,1760,1804,28500,6316,6730,990,21480,0,1488,3354,0,2406,0
23042,105895,20562,9919,3930,27331,5249,13738,27020,0,0,5382,31398,6714,7974,2496,0,21366,0
23043,101359,20363,14750,14289,23594,3517,8532,11200,2900,0,4200,52902,1565,12084,2838,2860,13434,0
23044,62662,13000,8544,6749,10576,10542,1880,8580,0,0,2028,40080,11607,1098,780,0,6918,1000
23045,119442,39848,31614,8078,19842,2479,7597,20610,4420,5249,2497,43152,948,8418,1872,6110,16116,0
23046,217356,37712,24218,32550,37994,8990,8266,23760,270,0,31381,72210,38014,24288,14994,9800,75810,7000
23047,78257,21018,16656,9729,19396,2008,3670,10910,1530,0,2913,18414,1214,14352,1356,0,5958,500
23048,38739,11101,7540,2954,9104,1466,3316,2200,0,0,3105,13500,2390,2370,156,330,1560,0
23049,57194,25104,19045,6080,6189,3285,3378,8670,429,0,2540,22680,181,2736,660,43780,6132,0
23050,110733,60144,45108,8599,11312,1046,4567,5048,4140,12056,7489,11208,16852,5628,360,700,14724,19000
23051,86335,23420,17082,3282,13108,4223,6578,15940,255,468,6615,33348,2860,4632,840,590,13440,0
23052,54135,14065,9844,7981,6872,2055,2653,7010,0,0,7946,71892,3915,2316,888,1100,3912,0
23053,97345,23334,17343,16366,5276,3685,6226,16100,510,0,11289,58626,3850,7662,2760,2970,17364,16400
23054,89755,28305,20905,11157,5440,1908,3456,18374,1020,0,8870,40308,3808,7590,600,2700,10248,0
23055,33366,9488,6005,2862,5000,3080,3652,300,0,0,1420,20226,310,876,180,0,3234,0
23056,159501,27858,18516,13295,10984,3630,5067,77790,0,0,18367,50994,2050,8046,8178,28225,26142,12800
23057,55085,13672,11102,5950,17226,1271,3540,5237,0,0,2828,16614,322,558,900,15575,6468,0
23058,41961,13115,9282,1899,4743,4630,9070,0,0,1950,300,37614,10220,1518,402,0,3468,0
23059,64822,24302,16523,5108,14774,2425,2394,3440,1560,0,4004,96816,16047,19830,5154,0,7566,0
23060,93006,33348,27665,6926,26449,2400,4924,4420,0,0,7500,78726,15082,9510,2700,1920,21102,10000
23061,52274,15452,7696,3567,8903,3680,4256,1300,0,0,1920,49116,1829,3672,540,0,7710,0
23062,75329,32455,15899,15029,7330,2594,4065,3596,2100,1170,5969,65958,676,5862,1920,8584,5454,0
23063,44169,17713,14250,1249,5670,1140,2740,8300,0,0,310,27030,8510,1920,0,0,2430,50
23064,27642,8671,6810,1495,7964,705,1404,4030,0,0,1150,9318,6605,1992,978,0,1260,0
23065,67644,36215,33535,3456,7369,1591,4076,4530,6630,11765,3975,19308,3030,8976,960,1976,2754,5300
23066,151068,53449,38250,26920,16012,6200,10259,12610,0,0,15150,34602,394,9876,7098,3105,11658,7680
23067,33984,16700,5460,1351,7794,1113,2085,300,988,780,515,11010,120,1140,180,0,3222,3020
23068,68846,18604,11968,8077,15229,3255,5487,4200,3810,11765,3210,5406,388,10620,1560,0,4806,0
23069,59106,11664,9010,3205,14040,1055,5524,1300,7540,0,2118,17214,4235,1620,912,0,4590,3000
23070,65696,19842,14661,5496,9598,2905,4649,3840,3680,0,4076,20658,2606,2280,1500,3985,6192,0
23071,46690,21175,18096,2099,7256,1878,3822,2400,600,0,2435,28464,1220,3876,1740,180,7428,200
23072,23552,4795,2594,970,6884,525,2868,1480,1200,1040,1380,5466,265,1740,0,0,3774,300
23073,106628,24972,16900,4579,25120,3623,4900,26540,75,2375,2432,7056,982,7260,780,700,5412,6700
23074,25792,13675,12481,770,4366,385,1640,800,0,650,1050,6780,4944,540,0,0,1644,0
23075,63499,31504,28030,1922,14828,960,3320,1600,230,57,2840,9690,3726,1080,540,2114,4494,0
23076,102934,51618,28500,8211,13473,1745,3537,33800,2340,5430,5055,22500,4166,6084,3000,19300,9948,6000
23077,51467,26041,22878,2052,8318,1382,2093,3150,1300,1300,1285,7200,666,1950,516,630,2574,4000
23078,76418,27772,20720,5325,24089,3395,3427,1300,3170,2340,2460,13860,5320,3000,1140,0,4020,0
23079,72814,29412,25260,6031,10251,2210,4997,6300,115,0,820,19260,4105,1476,1056,2710,4086,0
23080,38485,14426,11701,2235,5510,738,2469,3570,2880,1040,450,11928,649,1920,180,900,3114,0
23081,78447,25803,20681,5850,18867,1905,4105,5275,5350,5690,2296,19440,1214,6216,516,1476,4980,0
23082,78241,32783,27540,4613,11808,1585,5407,3330,2190,1062,3310,18936,262,4302,900,700,4392,0
23083,40587,16156,13714,2861,6752,1466,3615,1390,2050,572,760,12486,229,2298,600,100,3678,0
23084,53617,23418,21438,3687,11706,915,3084,3600,300,0,679,16500,400,480,0,1280,3330,0
23085,43674,22875,20216,2287,5912,730,2687,1590,210,1430,1295,9438,1812,1080,0,700,3432,3600
23086,59955,29784,20384,2964,10598,890,4124,2200,360,770,450,8790,2282,1626,0,880,4596,0
23087,32293,7734,4790,2030,4220,1435,2910,5605,0,120,100,8130,3370,444,0,150,384,0
23088,57427,24331,18988,6436,8488,975,4652,1300,4440,5050,810,5508,156,3516,0,310,2880,0
23089,53784,23774,9425,3067,8201,1625,5195,4116,0,2715,3520,22752,88,1644,318,510,2142,0
23090,119895,62235,27150,6113,18158,2230,3582,4525,6244,2450,2930,8094,5800,4320,4950,5765,9612,0
23091,47473,24940,20616,1000,6206,1148,7633,0,132,580,353,11052,7086,1200,516,0,2250,0
23092,118875,45891,42300,5582,28525,2500,4872,16400,4730,640,6757,13470,550,6360,2592,3150,15252,0
23093,66303,38958,35450,830,10098,339,4530,6880,0,0,1260,13056,83,1260,1440,1510,2376,0
23094,103787,36463,24000,9420,19961,3345,8638,8235,450,0,11735,25314,11844,6000,936,1100,10218,0
23095,56674,18942,12802,11102,7520,2460,3939,5360,72,0,1110,13080,3771,3312,720,0,12222,0
23096,43293,18635,16224,3671,9166,980,2320,0,1900,2340,475,10752,11220,1860,1320,0,3324,1500
23097,71347,30055,24492,5471,11102,1563,4880,7140,3120,0,1954,16842,418,9078,432,1430,4938,1500
23098,145934,35512,26472,13134,26998,3803,8245,40670,2340,5617,9048,14964,130,42882,2160,1240,21900,9000
23099,68897,10020,6210,3670,5395,1670,3150,50470,0,0,5405,10566,1590,4440,1440,0,10620,2000
23100,127594,50641,43394,7086,11214,1941,2955,32490,1170,1086,4042,12840,155,8808,3780,170,10926,6000
23101,95584,45295,41076,5040,15531,4985,6369,5580,1890,0,5440,13524,387,3240,2904,370,5658,0
23102,78706,36897,30220,6473,6059,1147,4218,3990,760,7323,3049,13140,3991,13920,576,1122,4758,700
23103,36842,15390,13692,2450,9130,1315,3813,1160,5300,910,4905,19038,481,480,0,0,2952,280
23104,52972,22704,19334,4380,6840,1215,6110,1370,0,0,2879,10320,252,4500,0,2036,1986,1100
23105,53176,24681,21840,4440,4871,2412,3340,7320,3200,2126,1500,10944,216,4464,540,0,3306,0
23106,77989,33297,24960,7330,7810,1290,5350,16700,630,8280,1220,13956,82,2940,780,19000,5352,7000
23107,102282,39729,35440,9273,15194,2400,4795,18330,3576,7760,7645,15192,190,12732,702,1068,15144,25000
23108,59868,23359,18200,6174,7890,2337,5425,5080,0,260,2055,20478,3352,642,618,350,4200,0
23109,106013,26324,19527,14562,17284,6130,10430,16700,0,0,12120,45030,4871,56604,22200,17000,57390,25200
23110,83656,38732,32830,7582,10114,2730,5377,6360,0,0,7416,13200,1374,6666,1512,3753,3756,3000
23111,49213,26194,23712,1780,4876,1440,2445,2980,780,1945,3063,14106,254,3720,1092,110,3438,0
23112,68119,16329,11581,7330,14151,4896,7750,4100,1122,1272,9660,25794,511,30390,2550,50200,20244,23300
23113,56658,15348,11154,5881,9690,3390,4748,6520,1128,0,1170,11772,2838,2700,1344,1205,5304,500
23114,87845,19264,9880,16252,13030,2860,4369,13960,1228,0,13685,41478,4006,17652,5640,649,10524,4200
23115,91285,38370,30940,7840,6817,4788,5638,11540,0,2850,7018,17172,640,8976,1092,3348,17922,0
23116,100518,22112,12590,12866,21876,4047,6395,15760,0,0,15358,58548,8182,15204,10200,13000,26718,8000
23117,116622,30876,23000,21141,21750,2550,8190,8560,840,3258,11920,58320,21810,17628,8100,2360,57396,23360
23118,96603,25780,19720,7155,15730,4715,5960,18720,0,0,6950,23700,1985,8598,3492,14900,18600,7500
23119,101059,29589,24880,3499,6006,1350,6200,44690,260,0,20618,43224,3639,14256,6180,23150,28848,12500
23120,86551,43537,40906,3572,5290,975,4953,11750,5430,3010,5988,9972,584,1320,0,2000,4176,1800
23121,87547,19301,11200,6570,13090,3344,12040,3900,1840,3188,8623,20100,28287,7866,1758,0,18798,0
23122,40774,12595,11400,525,4372,1813,1870,10630,0,0,1959,27102,7210,1482,1380,0,5664,1500
23123,155459,33519,20550,21959,14984,4870,4765,54620,4706,0,12998,55200,1800,69618,12162,112600,41910,8500
23124,118906,34975,26486,4724,11491,2127,3402,36250,0,0,4145,27024,3382,14460,5640,2990,12762,5000
23125,179794,34250,27700,38774,27012,2076,11052,46600,5916,0,16280,57930,5797,29748,5400,42100,41940,10000
23126,59638,16727,12246,1133,10982,3600,12908,7760,0,0,1260,14700,2600,762,0,0,2214,500
23127,152817,62791,45744,12095,12296,3300,5720,36405,5830,2098,5270,22626,3329,5880,600,1110,6252,6500
23128,78176,31376,25650,3672,8037,3170,4725,7870,180,0,4440,13350,2068,3456,1422,250,5148,1000
23129,48028,16864,13670,3105,7490,1260,1685,13980,564,0,2490,25140,0,4920,2100,0,1776,0
23130,78695,24359,22060,8668,14395,2230,4805,9860,780,3890,1050,6720,2264,2520,1470,0,4008,1000
23131,64198,16483,12018,6215,10215,5315,5210,6950,0,5430,2460,49500,34135,2400,3294,1000,4560,0
23132,59367,18812,15080,6728,14399,1710,4570,6020,585,1244,800,11160,4630,1440,0,0,918,2000
23133,53450,18813,15611,6825,6740,540,3937,4470,1530,2210,1365,9300,498,780,360,270,3786,0
23134,39079,4635,2243,7135,10746,2530,3794,420,0,260,780,25680,1065,4656,1380,0,3816,0
23135,17417,6663,4758,1238,2509,690,2170,600,0,0,59,4422,105,1020,0,0,282,0
23136,63122,25814,21840,4385,12726,2470,3080,5390,60,6516,885,9900,45,2160,960,400,4608,2500
23137,78068,40286,36348,11250,10280,2170,3385,2540,4368,7240,2120,11100,200,2040,540,450,4170,0
23138,23813,6419,5272,1571,5144,720,2376,1210,4920,0,455,9300,93,1200,0,0,1824,0
23139,82691,35480,29640,3880,12743,1885,4510,9360,5200,0,845,15780,200,1584,1272,790,8094,11800
23140,77004,28137,25200,9500,16577,1840,4940,3600,300,4978,870,24600,5287,2904,3270,0,4566,0
23141,127848,38838,32916,6865,12930,2910,6985,45410,3510,7072,1905,32400,915,5700,720,4990,3498,0
23142,93875,42012,35100,10070,15230,910,4280,10400,5020,10360,3870,12210,145,8676,2580,0,2730,3000
23143,40351,9544,7020,1160,10052,1040,3110,7600,0,0,460,18300,125,960,0,0,3228,1500
23144,16712,5182,3848,1597,2256,1285,1955,240,0,0,595,16800,1055,282,318,0,1020,0
23145,43447,15340,13338,1380,10459,1000,2864,7180,1560,520,740,11400,329,2742,0,0,3210,0
23146,51702,22223,20457,3992,6750,775,3700,7080,842,4270,535,13830,365,1920,360,1400,3072,1500
23147,563343,437467,429640,18898,15528,3290,7708,72150,1755,0,4610,42120,735,35754,5076,75000,22638,0
23148,36899,5158,4326,4718,3236,330,3780,16900,2600,2263,260,17640,6040,2478,1038,0,15312,23000
23149,48151,18375,13775,2525,10705,2885,3753,1300,3796,1358,2030,13020,210,1278,858,0,2574,0
23150,40523,14972,10790,3098,5442,3302,5920,0,0,0,940,9120,2210,2076,0,0,3192,0
23151,140230,45330,26012,22050,16672,2763,4410,8136,300,7240,870,68850,1351,8592,16314,10415,9156,9000
23152,20242,6298,5720,1282,4303,2420,1830,0,0,0,520,16500,2807,360,0,0,2406,0
23153,57647,17264,13600,5189,11173,1943,2480,11900,0,0,2556,22476,2894,3690,1956,0,2358,4500
23154,56210,15110,11200,6930,14212,4702,5530,2400,7581,0,4050,30000,680,5328,2580,0,13038,6780
23155,56839,26992,24771,2900,6784,2630,5360,3680,0,0,2275,10152,1058,2280,0,3945,5676,9000
23156,60714,13080,9500,3792,7030,2920,4970,28580,3982,1358,820,11952,10176,8742,1440,9000,4986,12000
23157,72576,25969,21626,6496,8473,1230,3068,21280,300,0,1260,9300,149,14682,1638,11830,4158,700
23158,50479,16525,11999,4320,9639,2437,5455,1200,2600,0,2130,13800,717,2016,0,0,2394,2000
23159,61447,36702,33696,1590,5809,1975,3735,3050,885,260,945,12900,430,3798,1032,1242,5880,0
23160,73635,27743,25740,5522,16736,1555,5889,36000,0,1040,865,34500,1380,3102,1020,19700,4350,0
23161,91636,46006,39910,4478,11230,1652,5830,14470,2368,3349,7005,20376,6950,6594,4500,0,3966,16000
23162,47900,19595,17225,6340,7474,1207,4270,3120,150,120,709,12228,1470,1170,270,0,3828,0
23163,108898,40916,36960,6266,20354,3239,9558,9300,584,0,4090,50802,915,43200,1920,0,11274,1120
23164,58937,24040,21840,3740,9532,1544,3986,13295,692,0,4440,24180,2462,10002,360,40680,5766,1000
23165,70931,27643,24596,15245,3912,2840,10722,60,1434,0,2155,9942,1248,4938,540,490,3930,1500
23166,47092,17416,14160,5235,7705,1355,3127,480,0,0,3420,20796,6650,2838,870,2650,8094,1205
23167,68172,19182,18172,14607,7408,1530,2065,5400,0,5430,2330,17400,23333,2142,300,950,20250,0
23168,70699,27976,22360,8203,9908,1035,4294,9050,4082,1040,3715,15966,72,7512,1140,1200,4146,2020
23169,186637,27921,19090,23870,28760,4354,10320,60320,0,0,36597,51528,5629,25080,18834,79660,81504,41500
23170,36448,22039,20996,185,3828,900,3464,840,270,0,2548,9786,23,2580,60,60,6744,2150
23171,70730,20758,15950,9710,9746,2996,3473,13380,1470,1909,1115,13980,310,3462,852,1000,5178,1500
23172,104550,22625,15360,13575,6658,3819,9921,36600,4030,3168,7180,34524,1950,8610,3000,20600,17046,7370
23173,133496,25631,19880,10090,22980,2892,6780,5520,0,0,3805,39420,6898,4104,2676,0,6456,17010
23174,83095,31063,24401,13720,19620,2127,3300,1000,10842,0,2525,19470,385,6318,720,0,6576,5500
23175,46167,12462,9640,7735,8065,1842,3454,2840,1144,0,5330,26514,213,1260,900,0,5034,0
23176,136146,26620,16672,17808,27148,12995,13970,4720,0,0,5633,38610,8975,2502,1800,50,30222,6310
23177,168501,39408,31140,14365,10600,6866,5940,79540,0,0,12573,62202,94530,20118,4404,3590,35160,27000
23178,50910,11281,7287,10564,7279,2040,2800,2496,3605,1116,2879,38958,516,11454,1014,765,9180,3560
23179,39764,14603,9606,1746,6142,2944,3346,1260,2440,2353,6305,16560,800,2022,2076,630,3492,0
23180,21609,72,0,0,0,60,0,20432,0,690,245,5028,248,120,0,0,318,0
23181,53820,23292,19968,7340,9229,944,3104,300,270,2896,1128,18258,2319,2538,558,0,2832,0
23182,47979,23304,21830,5075,10318,800,3331,90,1770,2080,1432,14940,75,972,792,0,1914,500
23183,51050,23296,20979,4906,5834,725,3179,3230,780,2442,1591,8178,422,3222,480,3885,3366,0
23184,108491,35447,30002,19070,17254,1656,3199,9610,1305,1040,12238,46650,5555,16896,13560,31035,17352,0
23185,31321,14686,11824,3141,3723,1005,1642,1800,0,0,592,16608,2105,1716,402,884,4110,0
23186,73790,24629,22086,9140,12444,930,4016,13630,1055,3546,2260,40200,2575,6696,2040,23450,4806,1400
23187,57681,19381,15325,5655,16303,1195,2460,3540,585,0,507,12600,196,384,234,600,1404,1000
23188,34835,8213,6292,2645,13835,1790,1374,2210,3796,5430,1280,12840,1197,288,0,0,966,0
23189,75292,29976,27028,8040,12211,1581,5265,6629,0,0,9230,11208,18832,6270,600,2260,4662,0
23190,67533,28805,24960,10622,7572,1535,3702,2680,2951,1560,2870,23148,501,16788,504,19340,5646,4500
23191,43383,20488,18360,2100,8052,1677,2766,1730,825,845,215,14700,280,822,258,200,3564,0
23192,71138,28723,27136,5870,10251,1102,3029,18700,585,0,2425,22290,682,2952,1092,16983,4326,0
23193,64431,23534,18810,4826,15303,930,3964,1415,860,445,1185,20802,689,1812,0,1160,4332,0
23194,48905,21187,18200,2770,11628,1576,2837,1820,1270,0,100,16860,1775,198,558,0,3054,0
23195,46789,15927,11835,8270,4200,2086,2225,2550,1755,0,4689,13866,1005,10554,1032,3400,2586,6000
23196,74790,34451,31900,9436,12699,1095,3630,2360,1170,0,2846,14580,1806,4464,624,4866,4344,3000
23197,96916,31030,24860,14044,21952,1069,5854,6520,2870,0,4775,21252,625,29718,2520,2860,6840,0
23198,69625,29587,27060,6338,10598,2183,3469,4060,0,0,9810,37566,2227,8544,1314,13200,15780,3000
23199,40015,10145,8424,4610,5070,900,3024,7940,0,0,1120,34980,2573,11796,660,0,3324,0
23200,39363,15120,11940,1414,3902,445,480,12774,50,1106,2222,13920,133,1224,510,5000,4116,0
23201,141284,47117,36808,20664,16874,3998,7935,19570,810,0,24780,20940,3837,28164,7314,47600,12696,6000
23202,27236,8574,6952,1570,4094,2117,3515,2340,270,0,2200,9480,467,1212,0,0,1254,0
23203,76772,15521,11304,9598,13043,2285,2974,21260,2190,4205,5910,19560,5872,4368,4938,0,13068,6000
23204,56012,14374,7824,5250,9523,1155,3043,7428,3412,1309,5624,12960,2775,1440,594,2625,3300,1000
23205,38387,12801,10811,7112,9720,1066,2932,780,2600,1810,1980,11880,170,384,0,0,1110,0
23206,41797,20400,15585,4127,5186,820,2407,1030,0,0,1307,11952,860,3744,1296,220,1632,0
23207,73366,32783,28430,1204,10186,1179,3385,8178,2600,1358,5915,13500,3575,8574,6324,1124,7314,2400
23208,126775,32004,27940,11398,20314,1981,5995,34818,4602,2080,13455,14976,2977,21846,4314,31750,28818,9800
23209,34937,4972,3510,416,4899,4424,2245,10750,0,0,3810,14172,11971,1908,516,0,13224,5500
23210,74410,25215,23282,4838,6410,1670,6256,15710,8235,312,2150,15390,16436,2952,1296,1650,4092,3300
23211,44575,18952,16876,780,5856,301,2340,15680,0,0,610,8292,107,2220,456,3390,3588,300
23212,72377,22177,19236,4090,13600,1805,4025,17980,1248,1810,4280,23658,1588,3840,960,20940,3924,7500
23213,80848,41838,36500,3226,8554,330,3375,13548,1470,2470,2450,6720,536,402,60,760,3228,1700
23214,42762,15370,14289,1120,5106,1660,1545,11180,0,0,1268,6480,15288,1458,240,0,2136,800
23215,50036,23319,19760,2020,6395,455,4550,7240,0,1910,1275,4800,126,1170,960,650,2292,500
23216,83413,49145,39880,696,13448,685,3788,6630,2920,7349,3180,14436,1070,7758,2052,1180,3984,2300
23217,72193,33901,28774,5565,8160,425,3875,14210,465,2002,805,6792,264,3402,1512,19100,3498,2700
23218,75116,32579,28254,3479,9864,1630,4723,17930,3185,3532,1659,10620,836,8490,234,3156,4038,6600
23219,25445,7828,6565,1480,7541,150,3313,840,600,2340,570,6180,115,756,474,0,1374,2000
23220,78636,16808,13088,16468,7216,2619,5293,17480,8145,0,1123,11058,1966,450,780,30,4512,8500
23221,53026,8541,4673,2977,10341,4225,4849,1790,0,0,3985,16434,50042,1080,492,0,7554,4500
23222,68217,31176,28040,4620,5075,1133,11125,5934,570,520,1285,8070,745,786,906,550,3048,800
23223,47312,16920,12630,1702,8113,1020,2034,9700,3172,1810,3825,12882,50,7380,1116,100,3960,1000
23224,144978,47200,37174,16611,16591,1590,18258,19600,0,0,13233,46926,0,41874,3396,935,13404,1500
23225,35017,9264,6416,4675,7876,1220,2566,2080,0,0,4495,13980,0,1800,0,0,3738,1500
23226,71068,32894,27294,6207,15827,1336,2826,520,5148,3324,3790,18846,1000,3828,984,245,5202,2500
23227,82098,37218,30466,3452,12160,1455,4275,7420,1400,5148,7595,30480,750,5376,1836,1275,8526,0
23228,139414,31776,24346,7870,18662,2845,4385,51710,8269,11765,16050,51384,62000,15630,4440,4350,86382,10500
23229,59394,30460,24805,2257,8412,1675,2769,1898,750,8145,1925,10008,5665,1500,0,970,37134,17000
23230,79220,32962,29296,9976,13756,2075,4952,685,3900,18100,4540,14700,26500,3564,1440,280,7152,100
23231,67947,19650,14322,7054,18750,760,2740,8120,5825,0,1925,15180,300,10710,2052,3900,10236,2000
23232,94833,32847,24954,12209,9531,1210,7240,18130,1698,1267,7424,29166,3000,30270,4704,25130,18834,1200
23233,69808,32819,29413,3290,9173,1400,4594,6600,150,1560,8760,15054,1670,8700,1992,1525,11838,0
23234,109969,35829,26222,13864,13948,3310,3385,16960,0,0,12605,26304,5810,18720,5100,3000,8670,0
23235,106772,54835,48536,7222,10237,2120,2965,13246,0,0,13260,8208,3750,2796,1428,2625,10680,0
23236,89620,43312,33732,8706,10400,2175,4745,2340,5825,12670,9680,13470,2710,2100,1950,0,8400,0
23237,82491,34694,30466,6575,20189,1225,4750,2100,1900,3562,5880,8946,545,2160,2280,1560,5610,0
23238,79960,45260,38539,7442,10260,2165,3640,1200,300,2692,10342,9720,1505,3216,1116,2065,9522,0
23239,40657,14096,11564,1680,9983,2255,3409,0,0,0,3460,10128,30,2100,1350,0,11784,0
23240,57060,28007,25162,4304,7067,1150,3373,550,2750,1281,1935,7626,1000,2100,0,140,4080,5500
